transaction_id,cashier_id,timestamp,item_count,total_amount,void_count,no_sale_count,weight_variance,is_fraud
T004832,C015,2026-01-14 13:53:40.721946,40,325.96,0,0,1.72,0
T004833,C004,2026-01-14 13:54:31.721946,34,164.81,1,0,1.43,0
T004834,C029,2026-01-14 13:56:44.721946,32,180.88,1,0,2.39,0
T004835,C009,2026-01-14 13:56:52.721946,23,391.57,2,0,4.54,0
T004836,C027,2026-01-14 13:57:05.721946,24,137.13,1,0,-13.41,0
T004837,C026,2026-01-14 13:57:49.721946,1,354.09,2,0,-1.68,0
T004838,C019,2026-01-14 13:58:45.721946,24,467.77,0,0,-2.81,0
T004839,C028,2026-01-14 13:59:18.721946,3,66.45,0,0,-1.91,0
T004840,C017,2026-01-14 13:59:58.721946,17,76.42,0,0,-8.33,0
T004841,C043,2026-01-14 14:02:36.721946,7,471.72,1,0,-3.95,0
T004842,C041,2026-01-14 14:03:42.721946,10,105.74,2,0,2.47,0
T004843,C042,2026-01-14 14:05:25.721946,19,15.35,1,0,3.83,0
T004844,C050,2026-01-14 14:06:24.721946,24,434.91,1,0,0.89,0
T004845,C020,2026-01-14 14:06:27.721946,9,144.74,1,0,-5.73,0
T004846,C045,2026-01-14 14:07:13.721946,50,152.69,2,0,-7.66,0
T004847,C040,2026-01-14 14:08:55.721946,15,117.33,2,0,2.15,0
T004848,C039,2026-01-14 14:10:51.721946,49,459.25,1,0,-4.7,0
T004849,C049,2026-01-14 14:11:07.721946,22,388.34,0,0,8.09,0
T004850,C023,2026-01-14 14:13:22.721946,17,300.41,2,0,1.37,0
T004851,C047,2026-01-14 14:13:39.721946,19,229.36,0,0,2.72,0
T004852,C032,2026-01-14 14:13:45.721946,9,76.05,1,0,-3.3,0
T004853,C047,2026-01-14 14:13:46.721946,38,463.36,1,0,2.57,0
T004854,C033,2026-01-14 14:13:53.721946,19,376.08,0,0,3.19,0
T004855,C046,2026-01-14 14:14:16.721946,8,143.05,0,0,-5.52,0
T004856,C005,2026-01-14 14:14:50.721946,6,474.01,1,0,-6.47,0
T004857,C043,2026-01-14 14:16:05.721946,49,467.92,0,0,6.19,0
T004858,C048,2026-01-14 14:16:08.721946,38,331.46,1,0,3.34,0
T004859,C034,2026-01-14 14:16:47.721946,45,492.58,1,0,-1.32,0
T004860,C040,2026-01-14 14:17:04.721946,21,97.69,1,0,5.94,0
T004861,C011,2026-01-14 14:17:16.721946,29,367.04,2,0,-1.23,0
T004862,C050,2026-01-14 14:17:27.721946,34,80.33,2,0,-5.64,0
T004863,C003,2026-01-14 14:18:22.721946,12,347.39,0,0,-4.32,0
T004864,C033,2026-01-14 14:19:58.721946,39,460.33,1,0,4.51,0
T004865,C011,2026-01-14 14:20:50.721946,32,270.37,1,0,-4.97,0
T004866,C016,2026-01-14 14:20:59.721946,6,382.72,0,1,-1.71,0
T004867,C018,2026-01-14 14:21:45.721946,17,75.85,2,0,0.44,0
T004868,C030,2026-01-14 14:21:57.721946,32,318.43,0,0,0.45,0
T004869,C048,2026-01-14 14:22:13.721946,8,36.28,2,0,0.69,0
T004870,C010,2026-01-14 14:23:10.721946,38,23.26,2,0,-7.88,0
T004871,C018,2026-01-14 14:24:00.721946,29,318.86,0,0,1.92,0
T004872,C038,2026-01-14 14:24:42.721946,31,288.54,0,0,3.13,0
T004873,C019,2026-01-14 14:25:07.721946,19,167.98,2,0,-3.74,0
T004874,C036,2026-01-14 14:25:49.721946,9,258.9,1,0,-8.44,0
T004875,C013,2026-01-14 14:26:16.721946,28,343.75,0,0,0.41,0
T004876,C046,2026-01-14 14:27:37.721946,48,324.14,1,0,5.19,0
T004877,C003,2026-01-14 14:28:25.721946,50,41.45,1,0,-3.47,0
T004878,C010,2026-01-14 14:29:36.721946,39,340.67,0,0,3.96,0
T004879,C038,2026-01-14 14:29:51.721946,40,331.47,2,0,-13.22,0
T004880,C001,2026-01-14 14:30:39.721946,31,336.46,2,1,6.26,0
T004881,C027,2026-01-14 14:31:33.721946,19,424.44,0,0,5.72,0
T004882,C046,2026-01-14 14:32:07.721946,33,290.47,0,0,4.9,0
T004883,C008,2026-01-14 14:34:24.721946,26,469.26,1,0,-4.18,0
T004884,C046,2026-01-14 14:35:32.721946,45,490.1,1,0,-1.43,0
T004885,C042,2026-01-14 14:36:01.721946,1,377.16,0,0,8.59,0
T004886,C017,2026-01-14 14:37:35.721946,11,182.55,1,0,4.87,0
T004887,C009,2026-01-14 14:38:16.721946,2,75.83,1,0,-6.94,0
T004888,C006,2026-01-14 14:40:02.721946,35,410.97,1,0,-1.01,0
T004889,C043,2026-01-14 14:40:49.721946,13,77.58,0,0,6.99,0
T004890,C025,2026-01-14 14:42:03.721946,39,77.35,2,0,-1.53,0
T004891,C039,2026-01-14 14:42:11.721946,34,459.93,1,0,-2.92,0
T004892,C049,2026-01-14 14:43:46.721946,34,282.14,2,0,-5.7,0
T004893,C028,2026-01-14 14:46:19.721946,35,150.2,1,0,-2.53,0
T004894,C033,2026-01-14 14:46:40.721946,32,481.68,0,0,7.11,0
T004895,C037,2026-01-14 14:46:53.721946,45,355.13,2,0,-6.96,0
T004896,C009,2026-01-14 14:49:49.721946,12,269.75,0,0,1.72,0
T004897,C018,2026-01-14 14:50:19.721946,33,168.09,0,0,-1.92,0
T004898,C021,2026-01-14 14:50:24.721946,18,339.93,2,0,4.01,0
T004899,C002,2026-01-14 14:52:01.721946,5,366.79,0,0,-6.98,0
T004900,C043,2026-01-14 14:53:09.721946,19,357.49,2,0,-0.84,0
T004901,C038,2026-01-14 14:53:14.721946,31,101.69,2,0,-1.49,0
T004902,C040,2026-01-14 14:53:23.721946,27,350.14,0,0,-7.01,0
T004903,C036,2026-01-14 14:53:38.721946,42,292.82,0,0,-3.48,0
T004904,C050,2026-01-14 14:54:30.721946,38,425.79,0,0,0.49,0
T004905,C043,2026-01-14 14:54:56.721946,50,314.26,0,0,-0.41,0
T004906,C037,2026-01-14 14:55:24.721946,15,77.41,1,0,-4.42,0
T004907,C015,2026-01-14 14:56:14.721946,46,162.67,1,0,5.02,0
T004908,C028,2026-01-14 14:56:30.721946,48,373.19,1,0,4.06,0
T004909,C018,2026-01-14 14:58:26.721946,4,371.28,2,0,-3.58,0
T004910,C034,2026-01-14 14:59:23.721946,19,115.24,2,0,2.86,0
T004911,C022,2026-01-14 15:00:37.721946,21,180.52,1,0,-8.13,0
T004912,C011,2026-01-14 15:00:37.721946,40,12.58,2,0,1.23,0
T004913,C013,2026-01-14 15:01:31.721946,1,169.19,0,0,0.99,0
T004914,C004,2026-01-14 15:02:37.721946,20,18.04,2,0,1.49,0
T004915,C022,2026-01-14 15:03:04.721946,22,437.07,0,0,6.49,0
T004916,C007,2026-01-14 15:04:59.721946,13,334.99,1,0,-8.64,0
T004917,C043,2026-01-14 15:05:02.721946,41,484.73,0,0,2.18,0
T004918,C024,2026-01-14 15:05:30.721946,1,446.5,1,0,-1.36,0
T004919,C004,2026-01-14 15:06:20.721946,15,303.72,1,0,-2.31,0
T004920,C028,2026-01-14 15:06:58.721946,15,253.95,2,0,-3.42,0
T004921,C015,2026-01-14 15:07:30.721946,14,442.44,0,0,-2.87,0
T004922,C001,2026-01-14 15:10:11.721946,5,152.72,1,0,-2.13,0
T004923,C003,2026-01-14 15:11:07.721946,49,115.64,0,0,-6.28,0
T004924,C014,2026-01-14 15:11:25.721946,6,207.96,1,0,-3.4,0
T004925,C038,2026-01-14 15:11:55.721946,41,31.33,2,0,3.63,0
T004926,C050,2026-01-14 15:15:31.721946,31,154.48,0,0,0.07,0
T004927,C001,2026-01-14 15:16:02.721946,26,46.42,2,0,4.75,0
T004928,C038,2026-01-14 15:16:34.721946,25,31.07,2,0,-1.89,0
T004929,C038,2026-01-14 15:17:14.721946,49,277.91,1,0,6.38,0
T004930,C021,2026-01-14 15:17:37.721946,39,355.54,0,0,11.04,0
T004931,C048,2026-01-14 15:18:15.721946,40,270.65,2,0,-2.81,0
T004932,C029,2026-01-14 15:18:19.721946,15,39.94,0,0,-1.1,0
T004933,C005,2026-01-14 15:18:59.721946,6,200.51,1,1,2.54,0
T004934,C049,2026-01-14 15:19:52.721946,1,59.92,0,0,-1.09,0
T004935,C010,2026-01-14 15:20:03.721946,41,326.78,1,0,-2.32,0
T004936,C028,2026-01-14 15:20:20.721946,7,414.07,1,0,2.31,0
T004937,C021,2026-01-14 15:21:51.721946,4,62.77,0,0,7.03,0
T004938,C050,2026-01-14 15:22:37.721946,1,38.09,1,0,-2.25,0
T004939,C007,2026-01-14 15:22:38.721946,41,205.95,1,0,0.36,0
T004940,C003,2026-01-14 15:22:40.721946,2,155.22,1,0,2.52,0
T004941,C045,2026-01-14 15:23:08.721946,48,134.04,2,0,1.76,0
T004942,C047,2026-01-14 15:23:45.721946,34,109.64,2,1,-9.41,0
T004943,C020,2026-01-14 15:24:03.721946,35,161.88,0,0,4.69,0
T004944,C019,2026-01-14 15:24:46.721946,46,482.86,2,0,3.26,0
T004945,C035,2026-01-14 15:25:08.721946,13,429.55,1,0,-4.58,0
T004946,C004,2026-01-14 15:26:32.721946,17,302.67,2,0,4.63,0
T004947,C005,2026-01-14 15:29:06.721946,10,401.23,2,0,2.87,0
T004948,C001,2026-01-14 15:29:06.721946,3,12.29,0,0,-1.63,0
T004949,C004,2026-01-14 15:29:14.721946,4,60.17,1,0,-0.65,0
T004950,C012,2026-01-14 15:30:36.721946,25,149.77,0,0,-1.46,0
T004951,C027,2026-01-14 15:30:56.721946,37,323.73,1,0,-10.19,0
T004952,C042,2026-01-14 15:31:50.721946,43,442.29,0,0,-3.16,0
T004953,C023,2026-01-14 15:32:47.721946,38,119.41,1,0,-0.89,0
T004954,C025,2026-01-14 15:33:51.721946,29,73.91,2,0,1.84,0
T004955,C021,2026-01-14 15:36:01.721946,1,424.72,1,0,-3.25,0
T004956,C024,2026-01-14 15:36:29.721946,30,207.52,0,0,2.35,0
T004957,C025,2026-01-14 15:37:58.721946,39,351.26,2,0,5.63,0
T004958,C045,2026-01-14 15:38:17.721946,10,276.27,0,0,3.83,0
T004959,C046,2026-01-14 15:39:36.721946,29,92.08,1,0,0.7,0
T004960,C032,2026-01-14 15:41:12.721946,44,351.78,0,0,-3.27,0
T004961,C032,2026-01-14 15:42:17.721946,32,213.29,2,0,0.26,0
T004962,C005,2026-01-14 15:42:26.721946,44,147.44,0,0,-6.61,0
T004963,C036,2026-01-14 15:42:55.721946,1,451.84,1,0,-5.49,0
T004964,C046,2026-01-14 15:42:55.721946,41,7.96,0,0,10.59,0
T004965,C042,2026-01-14 15:43:37.721946,17,205.41,2,0,-4.33,0
T004966,C049,2026-01-14 15:44:45.721946,12,153.75,2,0,-5.38,0
T004967,C042,2026-01-14 15:45:17.721946,2,31.97,1,0,3.89,0
T004968,C039,2026-01-14 15:45:30.721946,9,44.81,2,0,7.36,0
T004969,C016,2026-01-14 15:46:03.721946,12,90.28,1,0,-6.07,0
T004970,C033,2026-01-14 15:46:09.721946,25,254.97,1,0,-3.66,0
T004971,C049,2026-01-14 15:46:19.721946,36,144.91,0,0,6.0,0
T004972,C021,2026-01-14 15:46:30.721946,44,419.74,1,0,-3.83,0
T004973,C009,2026-01-14 15:48:09.721946,50,123.79,0,0,-2.83,0
T004974,C006,2026-01-14 15:49:37.721946,35,361.51,2,0,5.44,0
T004975,C045,2026-01-14 15:50:41.721946,22,109.14,2,0,-2.94,0
T004976,C035,2026-01-14 15:50:46.721946,33,26.06,0,0,0.53,0
T004977,C039,2026-01-14 15:51:18.721946,50,135.99,1,0,2.44,0
T004978,C022,2026-01-14 15:52:13.721946,21,419.6,0,0,-10.73,0
T004979,C041,2026-01-14 15:52:49.721946,40,45.71,0,0,2.5,0
T004980,C005,2026-01-14 15:55:12.721946,22,175.53,2,0,6.94,0
T004981,C042,2026-01-14 15:56:31.721946,28,8.97,0,0,5.39,0
T004982,C023,2026-01-14 15:57:20.721946,4,316.97,0,0,-4.39,0
T004983,C017,2026-01-14 15:58:52.721946,26,471.67,1,0,2.03,0
T004984,C012,2026-01-14 16:00:21.721946,23,195.26,0,0,-4.07,0
T004985,C023,2026-01-14 16:01:16.721946,48,290.57,2,0,-1.88,0
T004986,C016,2026-01-14 16:01:42.721946,49,228.88,2,0,-1.05,0
T004987,C003,2026-01-14 16:02:20.721946,23,486.8,2,0,4.43,0
T004988,C030,2026-01-14 16:02:25.721946,41,369.32,1,0,-3.82,0
T004989,C022,2026-01-14 16:02:32.721946,8,26.89,0,0,-0.11,0
T004990,C009,2026-01-14 16:03:39.721946,32,58.82,2,0,-1.61,0
T004991,C029,2026-01-14 16:04:48.721946,39,237.89,1,0,8.09,0
T004992,C047,2026-01-14 16:05:31.721946,44,317.71,0,0,0.34,0
T004993,C037,2026-01-14 16:05:47.721946,1,148.75,1,0,0.96,0
T004994,C023,2026-01-14 16:05:52.721946,30,338.95,2,0,1.68,0
T004995,C013,2026-01-14 16:06:09.721946,28,290.38,1,0,5.52,0
T004996,C032,2026-01-14 16:08:12.721946,17,220.37,1,0,5.38,0
T004997,C046,2026-01-14 16:08:19.721946,23,293.24,0,0,0.42,0
T004998,C047,2026-01-14 16:09:07.721946,38,458.65,2,0,-0.51,0
T004999,C048,2026-01-14 16:12:45.721946,24,125.39,0,0,2.44,0
T005000,C023,2026-01-14 16:13:09.721946,22,396.65,0,0,-0.12,0
T005001,C045,2026-01-14 16:15:23.721946,5,16.05,0,0,1085.48,1
T005002,C017,2026-01-14 16:16:33.721946,25,46.98,1,0,1.23,0
T005003,C040,2026-01-14 16:16:46.721946,7,475.09,2,0,0.78,0
T005004,C021,2026-01-14 16:17:48.721946,22,350.38,0,0,-3.09,0
T005005,C002,2026-01-14 16:18:30.721946,44,318.49,0,0,3.33,0
T005006,C037,2026-01-14 16:18:51.721946,37,170.36,1,0,7.44,0
T005007,C006,2026-01-14 16:21:13.721946,34,96.25,2,0,-2.48,0
T005008,C044,2026-01-14 16:21:15.721946,36,193.06,1,0,-2.99,0
T005009,C018,2026-01-14 16:21:49.721946,49,301.2,0,0,5.48,0
T005010,C030,2026-01-14 16:21:50.721946,40,319.02,1,0,-4.01,0
T005011,C022,2026-01-14 16:22:01.721946,20,88.93,0,0,7.14,0
T005012,C033,2026-01-14 16:22:09.721946,37,225.52,1,0,-5.36,0
T005013,C030,2026-01-14 16:25:04.721946,17,285.55,1,0,1.99,0
T005014,C017,2026-01-14 16:25:07.721946,4,480.18,0,0,8.8,0
T005015,C043,2026-01-14 16:27:35.721946,50,276.96,2,0,-2.79,0
T005016,C032,2026-01-14 16:30:40.721946,18,292.4,1,0,1.99,0
T005017,C042,2026-01-14 16:31:24.721946,28,383.77,0,0,3.95,0
T005018,C014,2026-01-14 16:32:41.721946,50,212.36,1,0,0.52,0
T005019,C010,2026-01-14 16:33:09.721946,16,195.01,2,0,-3.72,0
T005020,C047,2026-01-14 16:33:56.721946,43,297.5,2,0,-1.67,0
T005021,C036,2026-01-14 16:36:51.721946,8,392.74,0,0,-5.68,0
T005022,C034,2026-01-14 16:38:09.721946,44,320.6,1,0,-6.0,0
T005023,C009,2026-01-14 16:40:25.721946,18,97.13,1,0,3.53,0
T005024,C042,2026-01-14 16:40:28.721946,50,201.86,1,0,10.45,0
T005025,C028,2026-01-14 16:42:08.721946,29,258.74,1,0,5.35,0
T005026,C011,2026-01-14 16:42:11.721946,40,264.25,0,0,-8.94,0
T005027,C014,2026-01-14 16:42:39.721946,16,173.1,0,0,-6.32,0
T005028,C039,2026-01-14 16:43:35.721946,30,263.6,0,0,-2.22,0
T005029,C047,2026-01-14 16:44:16.721946,49,338.12,1,0,2.02,0
T005030,C019,2026-01-14 16:46:05.721946,34,236.65,0,0,0.45,0
T005031,C015,2026-01-14 16:46:47.721946,30,228.42,1,0,0.6,0
T005032,C028,2026-01-14 16:47:19.721946,21,401.78,1,0,-5.02,0
T005033,C024,2026-01-14 16:49:08.721946,22,379.63,1,0,0.06,0
T005034,C008,2026-01-14 16:49:39.721946,47,214.09,2,0,2.14,0
T005035,C043,2026-01-14 16:50:39.721946,25,498.03,2,1,-4.52,0
T005036,C009,2026-01-14 16:50:40.721946,22,37.9,1,0,-2.38,0
T005037,C047,2026-01-14 16:51:43.721946,28,166.37,1,0,-0.13,0
T005038,C033,2026-01-14 16:52:29.721946,39,23.23,1,0,11.45,0
T005039,C033,2026-01-14 16:55:31.721946,33,420.54,2,0,-1.2,0
T005040,C019,2026-01-14 17:00:33.721946,2,379.04,2,1,-4.33,0
T005041,C003,2026-01-14 17:00:45.721946,4,343.42,1,0,-4.16,0
T005042,C010,2026-01-14 17:01:38.721946,16,111.16,2,0,10.41,0
T005043,C040,2026-01-14 17:01:45.721946,12,355.32,0,0,1.09,0
T005044,C047,2026-01-14 17:01:53.721946,17,180.88,0,0,8.44,0
T005045,C042,2026-01-14 17:02:08.721946,36,434.94,1,0,-12.13,0
T005046,C001,2026-01-14 17:04:43.721946,16,103.75,0,0,-0.5,0
T005047,C029,2026-01-14 17:04:56.721946,39,14843.55,0,0,8.54,0
T005048,C050,2026-01-14 17:09:03.721946,23,480.49,2,0,5.15,0
T005049,C034,2026-01-14 17:09:06.721946,8,260.92,0,0,0.25,0
T005050,C013,2026-01-14 17:09:57.721946,9,225.96,1,0,-5.55,0
T005051,C001,2026-01-14 17:10:40.721946,14,179.12,2,0,3.03,0
T005052,C034,2026-01-14 17:10:40.721946,9,416.45,1,0,9.21,0
T005053,C029,2026-01-14 17:12:47.721946,47,179.59,0,0,1.92,0
T005054,C048,2026-01-14 17:13:13.721946,26,181.3,0,0,2.1,0
T005055,C047,2026-01-14 17:13:16.721946,36,66.05,1,0,-10.54,0
T005056,C013,2026-01-14 17:15:40.721946,3,262.76,1,0,-1.62,0
T005057,C048,2026-01-14 17:18:15.721946,10,462.26,0,0,2.65,0
T005058,C049,2026-01-14 17:20:49.721946,25,478.98,1,0,-0.43,0
T005059,C029,2026-01-14 17:21:23.721946,4,497.78,0,0,2.5,0
T005060,C039,2026-01-14 17:23:33.721946,30,239.17,0,0,2.64,0
T005061,C024,2026-01-14 17:24:16.721946,50,388.6,1,0,-6.13,0
T005062,C026,2026-01-14 17:25:48.721946,11,278.5,1,0,10.81,0
T005063,C017,2026-01-14 17:28:36.721946,19,276.24,0,0,2.14,0
T005064,C007,2026-01-14 17:29:35.721946,50,404.09,1,0,-5.52,0
T005065,C013,2026-01-14 17:33:20.721946,13,418.5,0,1,-3.4,0
T005066,C005,2026-01-14 17:34:40.721946,36,14.8,2,0,-2.56,0
T005067,C026,2026-01-14 17:35:30.721946,3,471.68,0,0,0.3,0
T005068,C049,2026-01-14 17:35:41.721946,48,412.38,0,0,0.52,0
T005069,C003,2026-01-14 17:35:56.721946,14,361.95,1,0,-11.55,0
T005070,C007,2026-01-14 17:36:42.721946,10,426.76,0,0,5.59,0
T005071,C049,2026-01-14 17:36:46.721946,38,270.95,0,0,13.14,0
T005072,C039,2026-01-14 17:37:31.721946,40,387.77,0,0,0.42,0
T005073,C001,2026-01-14 17:37:47.721946,27,301.33,1,0,-7.35,0
T005074,C049,2026-01-14 17:38:24.721946,24,273.75,2,0,-0.8,0
T005075,C017,2026-01-14 17:40:27.721946,16,109.75,0,0,0.06,0
T005076,C043,2026-01-14 17:40:59.721946,10,424.47,1,0,-7.42,0
T005077,C025,2026-01-14 17:42:10.721946,27,442.52,1,0,-2.9,0
T005078,C003,2026-01-14 17:43:37.721946,7,485.74,1,0,-1.73,0
T005079,C015,2026-01-14 17:44:02.721946,28,64.62,0,0,5.35,0
T005080,C029,2026-01-14 17:45:16.721946,26,149.33,1,0,0.1,0
T005081,C043,2026-01-14 17:45:29.721946,18,344.28,0,0,-2.67,0
T005082,C032,2026-01-14 17:45:59.721946,13,428.34,2,0,-2.16,0
T005083,C026,2026-01-14 17:46:55.721946,8,376.9,2,0,-2.61,0
T005084,C016,2026-01-14 17:47:17.721946,27,230.52,0,0,-3.75,0
T005085,C025,2026-01-14 17:48:21.721946,14,364.36,0,0,-3.46,0
T005086,C028,2026-01-14 17:49:32.721946,41,40.7,0,0,-0.08,0
T005087,C009,2026-01-14 17:49:37.721946,44,332.96,0,0,4.19,0
T005088,C001,2026-01-14 17:51:22.721946,6,8.97,0,0,2.76,0
T005089,C029,2026-01-14 17:52:36.721946,20,28.54,0,0,6.94,0
T005090,C022,2026-01-14 17:54:02.721946,28,379.86,0,0,1.94,0
T005091,C016,2026-01-14 17:55:37.721946,23,241.43,1,0,4.38,0
T005092,C041,2026-01-14 17:58:53.721946,12,32691.46,1,0,11.66,0
T005093,C044,2026-01-14 17:58:54.721946,24,243.52,0,0,2.48,0
T005094,C041,2026-01-14 17:59:34.721946,44,36.06,0,0,1.48,0
T005095,C007,2026-01-14 17:59:38.721946,22,176.29,1,0,-4.16,0
T005096,C014,2026-01-14 18:00:07.721946,26,82.9,1,0,4.58,0
T005097,C029,2026-01-14 18:00:34.721946,22,113.59,0,0,-3.43,0
T005098,C019,2026-01-14 18:00:37.721946,7,101.82,1,0,-4.69,0
T005099,C019,2026-01-14 18:00:51.721946,15,189.03,1,0,-12.76,0
T005100,C002,2026-01-14 18:01:00.721946,48,58.41,1,0,-7.08,0
T005101,C041,2026-01-14 18:03:52.721946,30,266.23,0,0,-4.58,0
T005102,C045,2026-01-14 18:04:16.721946,4,206.52,2,0,-2.03,0
T005103,C015,2026-01-14 18:04:26.721946,6,420.73,0,0,-0.16,0
T005104,C003,2026-01-14 18:06:37.721946,48,413.83,0,0,-7.09,0
T005105,C011,2026-01-14 18:07:03.721946,47,413.02,0,0,3.81,0
T005106,C046,2026-01-14 18:07:12.721946,2,15.66,2,0,551.24,1
T005107,C030,2026-01-14 18:07:23.721946,31,148.94,0,0,-3.95,0
T005108,C040,2026-01-14 18:08:29.721946,24,210.62,2,0,5.38,0
T005109,C018,2026-01-14 18:09:53.721946,35,345.25,0,0,-3.98,0
T005110,C048,2026-01-14 18:10:33.721946,47,267.24,0,0,4.49,0
T005111,C002,2026-01-14 18:10:37.721946,31,314.03,2,0,0.62,0
T005112,C032,2026-01-14 18:11:43.721946,25,348.39,0,0,-8.01,0
T005113,C008,2026-01-14 18:12:32.721946,8,459.59,0,0,-0.54,0
T005114,C022,2026-01-14 18:12:54.721946,12,472.27,0,0,-0.39,0
T005115,C006,2026-01-14 18:13:42.721946,2,421.03,0,0,7.32,0
T005116,C012,2026-01-14 18:13:51.721946,15,37.21,1,1,-4.38,0
T005117,C047,2026-01-14 18:14:23.721946,40,489.77,1,0,0.46,0
T005118,C040,2026-01-14 18:15:00.721946,32,353.3,2,0,6.14,0
T005119,C036,2026-01-14 18:15:22.721946,11,348.23,2,0,-0.87,0
T005120,C015,2026-01-14 18:15:46.721946,17,16.44,1,0,1.43,0
T005121,C028,2026-01-14 18:16:43.721946,21,242.3,0,0,-0.44,0
T005122,C049,2026-01-14 18:17:41.721946,22,315.12,0,0,0.66,0
T005123,C045,2026-01-14 18:17:42.721946,33,142.86,0,0,6.63,0
T005124,C018,2026-01-14 18:19:11.721946,29,46.2,0,0,3.26,0
T005125,C002,2026-01-14 18:20:32.721946,15,268.56,2,0,-1.23,0
T005126,C013,2026-01-14 18:22:09.721946,21,225.92,1,0,-4.47,0
T005127,C045,2026-01-14 18:22:20.721946,2,26.82,1,0,-1.4,0
T005128,C015,2026-01-14 18:24:22.721946,42,262.11,0,0,-3.66,0
T005129,C020,2026-01-14 18:24:54.721946,38,58.32,1,0,-1.71,0
T005130,C029,2026-01-14 18:25:30.721946,3,215.15,0,0,-6.3,0
T005131,C042,2026-01-14 18:26:40.721946,25,138.85,0,0,5.5,0
T005132,C029,2026-01-14 18:26:43.721946,13,485.38,0,0,10.49,0
T005133,C003,2026-01-14 18:27:29.721946,24,22.19,2,0,-0.04,0
T005134,C019,2026-01-14 18:27:34.721946,31,282.21,1,0,4.15,0
T005135,C003,2026-01-14 18:27:58.721946,15,80.2,0,0,-7.24,0
T005136,C014,2026-01-14 18:28:13.721946,6,163.05,2,0,-0.24,0
T005137,C040,2026-01-14 18:28:26.721946,41,96.03,0,0,-0.71,0
T005138,C004,2026-01-14 18:28:28.721946,10,497.6,1,0,-4.8,0
T005139,C011,2026-01-14 18:28:46.721946,9,21.02,2,0,-0.65,0
T005140,C031,2026-01-14 18:28:46.721946,50,272.97,0,0,-5.09,0
T005141,C043,2026-01-14 18:30:02.721946,41,305.98,2,0,-5.97,0
T005142,C032,2026-01-14 18:30:53.721946,50,387.22,2,0,6.85,0
T005143,C027,2026-01-14 18:31:34.721946,41,314.86,0,0,-8.14,0
T005144,C030,2026-01-14 18:31:54.721946,5,119.52,2,0,-3.89,0
T005145,C043,2026-01-14 18:32:32.721946,45,301.03,1,0,-8.57,0
T005146,C002,2026-01-14 18:32:34.721946,44,487.61,2,0,-2.63,0
T005147,C049,2026-01-14 18:34:47.721946,41,424.98,2,0,7.53,0
T005148,C009,2026-01-14 18:35:50.721946,19,229.48,1,0,-9.42,0
T005149,C028,2026-01-14 18:36:08.721946,20,241.32,1,0,-2.99,0
T005150,C031,2026-01-14 18:36:45.721946,33,70.79,0,0,0.48,0
T005151,C034,2026-01-14 18:37:16.721946,43,287.11,1,0,-4.92,0
T005152,C015,2026-01-14 18:37:25.721946,37,11.06,2,0,715.72,1
T005153,C048,2026-01-14 18:38:24.721946,31,58.52,1,0,-0.0,0
T005154,C025,2026-01-14 18:38:38.721946,39,239.73,0,0,9.29,0
T005155,C036,2026-01-14 18:41:27.721946,13,27.31,2,0,-0.3,0
T005156,C008,2026-01-14 18:42:23.721946,38,64.47,2,0,0.51,0
T005157,C009,2026-01-14 18:45:00.721946,45,113.43,2,0,2.5,0
T005158,C037,2026-01-14 18:46:11.721946,6,495.36,2,0,1.46,0
T005159,C048,2026-01-14 18:47:16.721946,47,405.2,0,0,-1.04,0
T005160,C045,2026-01-14 18:48:16.721946,8,273.17,2,0,2.64,0
T005161,C039,2026-01-14 18:48:21.721946,43,120.12,2,0,-3.8,0
T005162,C032,2026-01-14 18:49:33.721946,10,261.87,1,0,-1.83,0
T005163,C017,2026-01-14 18:50:24.721946,41,326.25,0,0,3.27,0
T005164,C035,2026-01-14 18:52:06.721946,4,7.26,0,0,3.67,0
T005165,C037,2026-01-14 18:52:50.721946,14,14.13,1,0,1237.43,1
T005166,C019,2026-01-14 18:53:00.721946,4,315.26,0,0,-0.48,0
T005167,C044,2026-01-14 18:53:09.721946,24,494.18,1,0,4.48,0
T005168,C029,2026-01-14 18:53:15.721946,47,237.19,1,0,-1.0,0
T005169,C007,2026-01-14 18:54:11.721946,21,313.64,0,0,-13.2,0
T005170,C028,2026-01-14 18:56:26.721946,10,233.42,2,0,-4.46,0
T005171,C009,2026-01-14 18:57:00.721946,46,9.69,1,0,-5.31,0
T005172,C028,2026-01-14 18:58:00.721946,25,425.7,2,0,1.68,0
T005173,C006,2026-01-14 18:58:49.721946,6,227.26,1,0,2.36,0
T005174,C029,2026-01-14 18:59:15.721946,16,238.11,1,0,2.13,0
T005175,C017,2026-01-14 18:59:41.721946,44,183.18,1,0,-7.54,0
T005176,C016,2026-01-14 19:00:29.721946,28,219.16,2,0,6.43,0
T005177,C023,2026-01-14 19:01:06.721946,36,364.15,0,0,-8.54,0
T005178,C031,2026-01-14 19:01:57.721946,33,351.81,0,0,3.48,0
T005179,C003,2026-01-14 19:03:36.721946,30,405.15,0,0,-4.83,0
T005180,C021,2026-01-14 19:03:58.721946,36,487.46,2,0,-3.05,0
T005181,C026,2026-01-14 19:04:49.721946,25,198.63,0,0,-7.41,0
T005182,C036,2026-01-14 19:05:31.721946,13,172.78,2,0,4.98,0
T005183,C042,2026-01-14 19:07:00.721946,39,249.29,2,0,3.2,0
